CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full,Address,cities,lat,long
41641668,PLUM TREE RESTAURANT,BROOKLYN,1832,SCHENECTADY AVENUE,11234.0,7186767470,Caribbean,6/18/2019,Violations were cited in the following area(s).,22G,,Not Applicable,4,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,1832 SCHENECTADY AVENUE 11234.0,1832 SCHENECTADY AVENUE 11234.0,"1832 Schenectady Ave, Brooklyn, NY 11234, USA",40.6276157,-73.9309993
41642160,FAY DA BAKERY,QUEENS,4133,KISSENA BOULEVARD,11355.0,7184608019,Bakery,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4133 KISSENA BOULEVARD 11355.0,4133 KISSENA BOULEVARD 11355.0,"4133 Kissena Blvd, Flushing, NY 11355, USA",40.7581137,-73.828434
41642160,FAY DA BAKERY,QUEENS,4133,KISSENA BOULEVARD,11355.0,7184608019,Bakery,6/5/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4133 KISSENA BOULEVARD 11355.0,4133 KISSENA BOULEVARD 11355.0,"4133 Kissena Blvd, Flushing, NY 11355, USA",40.7581137,-73.828434
41642160,FAY DA BAKERY,QUEENS,4133,KISSENA BOULEVARD,11355.0,7184608019,Bakery,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4133 KISSENA BOULEVARD 11355.0,4133 KISSENA BOULEVARD 11355.0,"4133 Kissena Blvd, Flushing, NY 11355, USA",40.7581137,-73.828434
41643362,GRAN ELECTRICA,BROOKLYN,5,FRONT STREET,11201.0,7188522789,Mexican,6/11/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,5 FRONT STREET 11201.0,5 FRONT STREET 11201.0,"5 Front St, Brooklyn, NY 11201, USA",40.7026903,-73.9931265
41643362,GRAN ELECTRICA,BROOKLYN,5,FRONT STREET,11201.0,7188522789,Mexican,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,5 FRONT STREET 11201.0,5 FRONT STREET 11201.0,"5 Front St, Brooklyn, NY 11201, USA",40.7026903,-73.9931265
41643561,JERUSALEM CAFE,MANHATTAN,35,WEST   36 STREET,10018.0,2123981475,Jewish/Kosher,6/7/2019,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,6/7/2019,6/21/2019,Cycle Inspection / Reopening Inspection,35 WEST   36 STREET 10018.0,35 WEST   36 STREET 10018.0,"35 W 36th St, New York, NY 10018, USA",40.75066899999999,-73.985265
41644201,CAFE MARGOT PATISSERIE,MANHATTAN,2109,BROADWAY,10023.0,2127210076,Bakery,6/19/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection,2109 BROADWAY 10023.0,2109 BROADWAY 10023.0,"2109 Broadway, New York, NY 10023, USA",40.7801955,-73.9822322
41644337,RARE VIEW ROOFTOP,MANHATTAN,152,WEST   26 STREET,10001.0,2128077273,American,6/6/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,152 WEST   26 STREET 10001.0,152 WEST   26 STREET 10001.0,"152 W 26th St, New York, NY 10001, USA",40.7455256,-73.9937621
41644337,RARE VIEW ROOFTOP,MANHATTAN,152,WEST   26 STREET,10001.0,2128077273,American,6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,152 WEST   26 STREET 10001.0,152 WEST   26 STREET 10001.0,"152 W 26th St, New York, NY 10001, USA",40.7455256,-73.9937621
41644337,RARE VIEW ROOFTOP,MANHATTAN,152,WEST   26 STREET,10001.0,2128077273,American,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,152 WEST   26 STREET 10001.0,152 WEST   26 STREET 10001.0,"152 W 26th St, New York, NY 10001, USA",40.7455256,-73.9937621
41645430,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238.0,6463207347,CafÃ©/Coffee/Tea,6/13/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,32,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,728 FRANKLIN AVENUE 11238.0,728 FRANKLIN AVENUE 11238.0,"728 Franklin Ave, Brooklyn, NY 11238, USA",40.6737724,-73.9570832
41645430,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238.0,6463207347,CafÃ©/Coffee/Tea,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,32,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,728 FRANKLIN AVENUE 11238.0,728 FRANKLIN AVENUE 11238.0,"728 Franklin Ave, Brooklyn, NY 11238, USA",40.6737724,-73.9570832
41645430,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238.0,6463207347,CafÃ©/Coffee/Tea,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,728 FRANKLIN AVENUE 11238.0,728 FRANKLIN AVENUE 11238.0,"728 Franklin Ave, Brooklyn, NY 11238, USA",40.6737724,-73.9570832
41645430,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238.0,6463207347,CafÃ©/Coffee/Tea,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,728 FRANKLIN AVENUE 11238.0,728 FRANKLIN AVENUE 11238.0,"728 Franklin Ave, Brooklyn, NY 11238, USA",40.6737724,-73.9570832
41645430,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238.0,6463207347,CafÃ©/Coffee/Tea,6/13/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,32,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,728 FRANKLIN AVENUE 11238.0,728 FRANKLIN AVENUE 11238.0,"728 Franklin Ave, Brooklyn, NY 11238, USA",40.6737724,-73.9570832
41645430,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238.0,6463207347,CafÃ©/Coffee/Tea,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,728 FRANKLIN AVENUE 11238.0,728 FRANKLIN AVENUE 11238.0,"728 Franklin Ave, Brooklyn, NY 11238, USA",40.6737724,-73.9570832
41645644,THE RITZ-CARLTON HOTEL/AUDEN,MANHATTAN,50,CENTRAL PARK SOUTH,10019.0,2123089100,American,6/17/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,24,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,50 CENTRAL PARK SOUTH 10019.0,50 CENTRAL PARK SOUTH 10019.0,"50 Central Park S, New York, NY 10019, USA",40.7654533,-73.9761597
41645644,THE RITZ-CARLTON HOTEL/AUDEN,MANHATTAN,50,CENTRAL PARK SOUTH,10019.0,2123089100,American,6/17/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,24,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,50 CENTRAL PARK SOUTH 10019.0,50 CENTRAL PARK SOUTH 10019.0,"50 Central Park S, New York, NY 10019, USA",40.7654533,-73.9761597
41645644,THE RITZ-CARLTON HOTEL/AUDEN,MANHATTAN,50,CENTRAL PARK SOUTH,10019.0,2123089100,American,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,50 CENTRAL PARK SOUTH 10019.0,50 CENTRAL PARK SOUTH 10019.0,"50 Central Park S, New York, NY 10019, USA",40.7654533,-73.9761597
41645644,THE RITZ-CARLTON HOTEL/AUDEN,MANHATTAN,50,CENTRAL PARK SOUTH,10019.0,2123089100,American,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,50 CENTRAL PARK SOUTH 10019.0,50 CENTRAL PARK SOUTH 10019.0,"50 Central Park S, New York, NY 10019, USA",40.7654533,-73.9761597
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377.0,7188988899,Pizza,6/11/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,41,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,4917 69TH ST 11377.0,4917 69TH ST 11377.0,"4917a 69th St, Flushing, NY 11377, USA",40.7370431,-73.8956877
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377.0,7188988899,Pizza,6/11/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,41,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,4917 69TH ST 11377.0,4917 69TH ST 11377.0,"4917a 69th St, Flushing, NY 11377, USA",40.7370431,-73.8956877
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377.0,7188988899,Pizza,6/11/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,41,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,4917 69TH ST 11377.0,4917 69TH ST 11377.0,"4917a 69th St, Flushing, NY 11377, USA",40.7370431,-73.8956877
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377.0,7188988899,Pizza,6/11/2019,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,41,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,4917 69TH ST 11377.0,4917 69TH ST 11377.0,"4917a 69th St, Flushing, NY 11377, USA",40.7370431,-73.8956877
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377.0,7188988899,Pizza,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,41,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,4917 69TH ST 11377.0,4917 69TH ST 11377.0,"4917a 69th St, Flushing, NY 11377, USA",40.7370431,-73.8956877
41645673,69 PIZZERIA,QUEENS,4917,69TH ST,11377.0,7188988899,Pizza,6/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,4917 69TH ST 11377.0,4917 69TH ST 11377.0,"4917a 69th St, Flushing, NY 11377, USA",40.7370431,-73.8956877
41646201,120 BAY CAFE,STATEN ISLAND,120,BAY STREET,10301.0,7182737770,American,6/17/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,120 BAY STREET 10301.0,120 BAY STREET 10301.0,"120 Bay St, Staten Island, NY 10301, USA",40.6394665,-74.0757939
41646201,120 BAY CAFE,STATEN ISLAND,120,BAY STREET,10301.0,7182737770,American,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,120 BAY STREET 10301.0,120 BAY STREET 10301.0,"120 Bay St, Staten Island, NY 10301, USA",40.6394665,-74.0757939
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,192,MERCER STREET,10012.0,2124737878,Mexican,6/13/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,192 MERCER STREET 10012.0,192 MERCER STREET 10012.0,"192 Mercer St, New York, NY 10012, USA",40.726203,-73.997038
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,192,MERCER STREET,10012.0,2124737878,Mexican,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,192 MERCER STREET 10012.0,192 MERCER STREET 10012.0,"192 Mercer St, New York, NY 10012, USA",40.726203,-73.997038
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,192,MERCER STREET,10012.0,2124737878,Mexican,6/13/2019,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,192 MERCER STREET 10012.0,192 MERCER STREET 10012.0,"192 Mercer St, New York, NY 10012, USA",40.726203,-73.997038
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0,268 CLINTON STREET 11201.0,"268 Clinton St, Brooklyn, NY 11201, USA",40.6878008,-73.9957434
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0,268 CLINTON STREET 11201.0,"268 Clinton St, Brooklyn, NY 11201, USA",40.6878008,-73.9957434
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0,268 CLINTON STREET 11201.0,"268 Clinton St, Brooklyn, NY 11201, USA",40.6878008,-73.9957434
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0,268 CLINTON STREET 11201.0,"268 Clinton St, Brooklyn, NY 11201, USA",40.6878008,-73.9957434
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0,268 CLINTON STREET 11201.0,"268 Clinton St, Brooklyn, NY 11201, USA",40.6878008,-73.9957434
41650425,NATHAN'S FAMOUS,BROOKLYN,1205,BOARDWALK,11224.0,7187147207,American,6/19/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,1205 BOARDWALK 11224.0,1205 BOARDWALK 11224.0,Error,0.0,0.0
41650425,NATHAN'S FAMOUS,BROOKLYN,1205,BOARDWALK,11224.0,7187147207,American,6/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,1205 BOARDWALK 11224.0,1205 BOARDWALK 11224.0,Error,0.0,0.0
41650784,EAST SIDE BAGEL CAFE,MANHATTAN,1496,1 AVENUE,10075.0,2127941655,Bagels/Pretzels,6/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,1496 1 AVENUE 10075.0,1496 1 AVENUE 10075.0,"1496 1st Avenue, New York, NY 10075, USA",40.7716797,-73.95294109999999
41650784,EAST SIDE BAGEL CAFE,MANHATTAN,1496,1 AVENUE,10075.0,2127941655,Bagels/Pretzels,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,1496 1 AVENUE 10075.0,1496 1 AVENUE 10075.0,"1496 1st Avenue, New York, NY 10075, USA",40.7716797,-73.95294109999999
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0,554 WEST  181 STREET 10033.0,"554 W 181st St, New York, NY 10033, USA",40.8487565,-73.932974
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0,29 WEST   35 STREET 10001.0,"20 W 34th St, New York, NY 10001, USA",40.7484405,-73.98566439999999
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0,29 WEST   35 STREET 10001.0,"20 W 34th St, New York, NY 10001, USA",40.7484405,-73.98566439999999
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0,29 WEST   35 STREET 10001.0,"20 W 34th St, New York, NY 10001, USA",40.7484405,-73.98566439999999
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0,29 WEST   35 STREET 10001.0,"20 W 34th St, New York, NY 10001, USA",40.7484405,-73.98566439999999
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0,4128 MAIN ST 11355.0,"41-28 Main St, Flushing, NY 11355, USA",40.7571727,-73.8293161
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0,4128 MAIN ST 11355.0,"41-28 Main St, Flushing, NY 11355, USA",40.7571727,-73.8293161
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0,4128 MAIN ST 11355.0,"41-28 Main St, Flushing, NY 11355, USA",40.7571727,-73.8293161
