CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41706329,A SAFFRON THREAD,MANHATTAN,98,CHAMBERS STREET,10007,2126760313,Indian,6/4/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41706329,A SAFFRON THREAD,MANHATTAN,98,CHAMBERS STREET,10007,2126760313,Indian,6/4/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,27,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41706329,A SAFFRON THREAD,MANHATTAN,98,CHAMBERS STREET,10007,2126760313,Indian,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,Z,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41706533,GINA'S PIZZA & DELI  RESTAURANT,BROOKLYN,3905,5 AVENUE,11232,7184389870,Pizza/Italian,6/13/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41706533,GINA'S PIZZA & DELI  RESTAURANT,BROOKLYN,3905,5 AVENUE,11232,7184389870,Pizza/Italian,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41706711,NOT GUILTY DELICATESSEN,STATEN ISLAND,19,HYATT ST,10301,7184485143,Delicatessen,6/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,36,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41706711,NOT GUILTY DELICATESSEN,STATEN ISLAND,19,HYATT ST,10301,7184485143,Delicatessen,6/13/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,36,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41706711,NOT GUILTY DELICATESSEN,STATEN ISLAND,19,HYATT ST,10301,7184485143,Delicatessen,6/13/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,36,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41706711,NOT GUILTY DELICATESSEN,STATEN ISLAND,19,HYATT ST,10301,7184485143,Delicatessen,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41706711,NOT GUILTY DELICATESSEN,STATEN ISLAND,19,HYATT ST,10301,7184485143,Delicatessen,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,36,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41707009,EAST DIM SUM,QUEENS,6006,MAIN STREET,11355,7189611388,Chinese,6/10/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41707009,EAST DIM SUM,QUEENS,6006,MAIN STREET,11355,7189611388,Chinese,6/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41707009,EAST DIM SUM,QUEENS,6006,MAIN STREET,11355,7189611388,Chinese,6/10/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41707137,NEW RANCHITO,MANHATTAN,924,AMSTERDAM AVENUE,10025,9176757262,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/5/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41707137,NEW RANCHITO,MANHATTAN,924,AMSTERDAM AVENUE,10025,9176757262,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/5/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41707137,NEW RANCHITO,MANHATTAN,924,AMSTERDAM AVENUE,10025,9176757262,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41707407,GLENDALE DINER,QUEENS,7108,MYRTLE AVENUE,11385,7183668846,Mediterranean,6/17/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,9,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
41707407,GLENDALE DINER,QUEENS,7108,MYRTLE AVENUE,11385,7183668846,Mediterranean,6/17/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
41708401,VILLA MARCELLO,QUEENS,9627,ROCKAWAY BOULEVARD,11417,7188482049,American,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
41708980,TASTE OF BENGAL,QUEENS,2827,31 STREET,11102,3478080149,Bangladeshi,6/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41708980,TASTE OF BENGAL,QUEENS,2827,31 STREET,11102,3478080149,Bangladeshi,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41708980,TASTE OF BENGAL,QUEENS,2827,31 STREET,11102,3478080149,Bangladeshi,6/10/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41708980,TASTE OF BENGAL,QUEENS,2827,31 STREET,11102,3478080149,Bangladeshi,6/10/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,23,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41708980,TASTE OF BENGAL,QUEENS,2827,31 STREET,11102,3478080149,Bangladeshi,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41708980,TASTE OF BENGAL,QUEENS,2827,31 STREET,11102,3478080149,Bangladeshi,6/10/2019,Violations were cited in the following area(s).,22G,,Not Applicable,23,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41709400,FU LAI O KITCHEN,BROOKLYN,6815,3 AVENUE,11220,7189219492,Chinese,6/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,10,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41709400,FU LAI O KITCHEN,BROOKLYN,6815,3 AVENUE,11220,7189219492,Chinese,6/10/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
41709692,BERGEN BAGELS,BROOKLYN,949,FULTON STREET,11238,7187896400,Bagels/Pretzels,6/7/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
41709692,BERGEN BAGELS,BROOKLYN,949,FULTON STREET,11238,7187896400,Bagels/Pretzels,6/7/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
41710320,M & J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,6/5/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41710320,M & J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,6/5/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41710320,M & J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,6/5/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,29,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41710320,M & J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41710320,M & J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,6/5/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,29,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41710320,M & J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,6/5/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,29,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41710522,JUST SALAD,MANHATTAN,53,EAST 8TH STREET,10003,2122441111,Salads,6/13/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
41710522,JUST SALAD,MANHATTAN,53,EAST 8TH STREET,10003,2122441111,Salads,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
41710522,JUST SALAD,MANHATTAN,53,EAST 8TH STREET,10003,2122441111,Salads,6/13/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
41710522,JUST SALAD,MANHATTAN,53,EAST 8TH STREET,10003,2122441111,Salads,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
41710647,CANARSIE COFFEE,BROOKLYN,1430,ROCKAWAY PKWY,11236,7182721150,Delicatessen,6/19/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
41710647,CANARSIE COFFEE,BROOKLYN,1430,ROCKAWAY PKWY,11236,7182721150,Delicatessen,6/19/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
41710647,CANARSIE COFFEE,BROOKLYN,1430,ROCKAWAY PKWY,11236,7182721150,Delicatessen,6/19/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
41711813,BEDFORD FALLS,MANHATTAN,206,EAST   67 STREET,10065,2127178181,American,6/6/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
41711813,BEDFORD FALLS,MANHATTAN,206,EAST   67 STREET,10065,2127178181,American,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
41711813,BEDFORD FALLS,MANHATTAN,206,EAST   67 STREET,10065,2127178181,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
41712295,BEN'S PIZZA AND RESTAURANT,BROOKLYN,8125,3 AVENUE,11209,7187454243,Pizza,6/11/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41712295,BEN'S PIZZA AND RESTAURANT,BROOKLYN,8125,3 AVENUE,11209,7187454243,Pizza,6/11/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,26,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41712295,BEN'S PIZZA AND RESTAURANT,BROOKLYN,8125,3 AVENUE,11209,7187454243,Pizza,6/11/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41712295,BEN'S PIZZA AND RESTAURANT,BROOKLYN,8125,3 AVENUE,11209,7187454243,Pizza,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41712295,BEN'S PIZZA AND RESTAURANT,BROOKLYN,8125,3 AVENUE,11209,7187454243,Pizza,6/11/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41712295,BEN'S PIZZA AND RESTAURANT,BROOKLYN,8125,3 AVENUE,11209,7187454243,Pizza,6/11/2019,Violations were cited in the following area(s).,22G,,Not Applicable,26,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41712855,CHINA KING,MANHATTAN,2026,LEXINGTON AVENUE,10035,2128766688,Chinese,6/14/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
41712855,CHINA KING,MANHATTAN,2026,LEXINGTON AVENUE,10035,2128766688,Chinese,6/14/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
41712855,CHINA KING,MANHATTAN,2026,LEXINGTON AVENUE,10035,2128766688,Chinese,6/14/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
41713487,SPREADS,MANHATTAN,441,PARK AVENUE SOUTH,10016,2127585555,American,6/6/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41713487,SPREADS,MANHATTAN,441,PARK AVENUE SOUTH,10016,2127585555,American,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41713487,SPREADS,MANHATTAN,441,PARK AVENUE SOUTH,10016,2127585555,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41713504,ISIS RESTAURANT,BRONX,739,ALLERTON AVENUE,10467,7183241054,Mexican,6/6/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41713504,ISIS RESTAURANT,BRONX,739,ALLERTON AVENUE,10467,7183241054,Mexican,6/6/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41714097,GANDHI INDIAN RESTAURANT,BROOKLYN,2032,BEDFORD AVENUE,11226,7182827012,Indian,6/6/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41714997,LAFAYETTE,MANHATTAN,380,LAFAYETTE STREET,10003,2125333000,French,6/14/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection
41714997,LAFAYETTE,MANHATTAN,380,LAFAYETTE STREET,10003,2125333000,French,6/14/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection
41714997,LAFAYETTE,MANHATTAN,380,LAFAYETTE STREET,10003,2125333000,French,6/14/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Re-inspection
41716014,DON TEQUILA URBAN CANTINA,QUEENS,8338,WOODHAVEN BOULEVARD,11385,6464653274,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection
41716014,DON TEQUILA URBAN CANTINA,QUEENS,8338,WOODHAVEN BOULEVARD,11385,6464653274,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection
41716014,DON TEQUILA URBAN CANTINA,QUEENS,8338,WOODHAVEN BOULEVARD,11385,6464653274,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/8/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/8/2019,6/21/2019,Cycle Inspection / Re-inspection
41716208,ORIENTAL CHINESE RESTAURANT,MANHATTAN,3774,BROADWAY,10032,2122816888,Chinese,6/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
41716646,METRO STAR COFFEE SHOP,QUEENS,3211,JUCTION BLVD,,7182050126,Spanish,6/18/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41716646,METRO STAR COFFEE SHOP,QUEENS,3211,JUCTION BLVD,,7182050126,Spanish,6/18/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,7,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41716870,GLASSERIE,BROOKLYN,95,COMMERCIAL STREET,11222,7183890640,Mediterranean,6/15/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection
41716870,GLASSERIE,BROOKLYN,95,COMMERCIAL STREET,11222,7183890640,Mediterranean,6/15/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection
41716870,GLASSERIE,BROOKLYN,95,COMMERCIAL STREET,11222,7183890640,Mediterranean,6/15/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection
41716904,HIGHLINE PIZZERIA,MANHATTAN,503,WEST   28 STREET,10001,2125643330,Pizza,6/4/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41716904,HIGHLINE PIZZERIA,MANHATTAN,503,WEST   28 STREET,10001,2125643330,Pizza,6/4/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,6,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41716904,HIGHLINE PIZZERIA,MANHATTAN,503,WEST   28 STREET,10001,2125643330,Pizza,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41717184,PIACERE,MANHATTAN,351,BROOME STREET,10013,2122194080,Italian,6/15/2019,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",Critical,12,A,6/15/2019,6/21/2019,Cycle Inspection / Initial Inspection
41717184,PIACERE,MANHATTAN,351,BROOME STREET,10013,2122194080,Italian,6/15/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,6/15/2019,6/21/2019,Cycle Inspection / Initial Inspection
41717968,PADDY G'S,QUEENS,8634,BROADWAY,11373,7186727575,American,6/11/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,21,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41717968,PADDY G'S,QUEENS,8634,BROADWAY,11373,7186727575,American,6/11/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41717968,PADDY G'S,QUEENS,8634,BROADWAY,11373,7186727575,American,6/11/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,21,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41717968,PADDY G'S,QUEENS,8634,BROADWAY,11373,7186727575,American,6/11/2019,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,21,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
