CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full
41646201,120 BAY CAFE,STATEN ISLAND,120,BAY STREET,10301.0,7182737770,American,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/17/2019,6/21/2019,Cycle Inspection / Initial Inspection,120 BAY STREET 10301.0
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,192,MERCER STREET,10012.0,2124737878,Mexican,6/13/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,192 MERCER STREET 10012.0
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,192,MERCER STREET,10012.0,2124737878,Mexican,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,192 MERCER STREET 10012.0
41648237,GONZALEZ Y GONZALEZ,MANHATTAN,192,MERCER STREET,10012.0,2124737878,Mexican,6/13/2019,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,11,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,192 MERCER STREET 10012.0
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0
41648523,LA VARA,BROOKLYN,268,CLINTON STREET,11201.0,7184220065,Spanish,6/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,6/15/2019,6/21/2019,Cycle Inspection / Re-inspection,268 CLINTON STREET 11201.0
41650425,NATHAN'S FAMOUS,BROOKLYN,1205,BOARDWALK,11224.0,7187147207,American,6/19/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,1205 BOARDWALK 11224.0
41650425,NATHAN'S FAMOUS,BROOKLYN,1205,BOARDWALK,11224.0,7187147207,American,6/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection,1205 BOARDWALK 11224.0
41650784,EAST SIDE BAGEL CAFE,MANHATTAN,1496,1 AVENUE,10075.0,2127941655,Bagels/Pretzels,6/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,1496 1 AVENUE 10075.0
41650784,EAST SIDE BAGEL CAFE,MANHATTAN,1496,1 AVENUE,10075.0,2127941655,Bagels/Pretzels,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,1496 1 AVENUE 10075.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651736,CARIDAD RESTAURANT,MANHATTAN,554,WEST  181 STREET,10033.0,2129279729,Spanish,6/13/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,37,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,554 WEST  181 STREET 10033.0
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001.0,2129674000,Irish,6/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,Z,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,29 WEST   35 STREET 10001.0
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0
41652985,Lan Zhou Handmade Noodle,QUEENS,4128,MAIN ST,11355.0,9176079188,Chinese,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,4128 MAIN ST 11355.0
41653049,68 MEI MEI BAKERY,BROOKLYN,7814,NEW UTRECHT AVENUE,11214.0,7183318089,Chinese,6/12/2019,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9,Z,6/12/2019,6/21/2019,Cycle Inspection / Reopening Inspection,7814 NEW UTRECHT AVENUE 11214.0
41653049,68 MEI MEI BAKERY,BROOKLYN,7814,NEW UTRECHT AVENUE,11214.0,7183318089,Chinese,6/12/2019,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,Z,6/12/2019,6/21/2019,Cycle Inspection / Reopening Inspection,7814 NEW UTRECHT AVENUE 11214.0
41653101,MI PEQUENO RANCHITO,BROOKLYN,4614,NEW UTRECHT AVENUE,11219.0,7186334536,Mexican,6/5/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4614 NEW UTRECHT AVENUE 11219.0
41653101,MI PEQUENO RANCHITO,BROOKLYN,4614,NEW UTRECHT AVENUE,11219.0,7186334536,Mexican,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4614 NEW UTRECHT AVENUE 11219.0
41653101,MI PEQUENO RANCHITO,BROOKLYN,4614,NEW UTRECHT AVENUE,11219.0,7186334536,Mexican,6/5/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4614 NEW UTRECHT AVENUE 11219.0
41653101,MI PEQUENO RANCHITO,BROOKLYN,4614,NEW UTRECHT AVENUE,11219.0,7186334536,Mexican,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,4614 NEW UTRECHT AVENUE 11219.0
41653879,LENOX SAPHIRE,MANHATTAN,341,LENOX AVENUE,10027.0,2128669700,African,6/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,37,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,341 LENOX AVENUE 10027.0
41653879,LENOX SAPHIRE,MANHATTAN,341,LENOX AVENUE,10027.0,2128669700,African,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,37,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,341 LENOX AVENUE 10027.0
41653879,LENOX SAPHIRE,MANHATTAN,341,LENOX AVENUE,10027.0,2128669700,African,6/10/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,37,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,341 LENOX AVENUE 10027.0
41653879,LENOX SAPHIRE,MANHATTAN,341,LENOX AVENUE,10027.0,2128669700,African,6/10/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,37,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,341 LENOX AVENUE 10027.0
41653879,LENOX SAPHIRE,MANHATTAN,341,LENOX AVENUE,10027.0,2128669700,African,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,341 LENOX AVENUE 10027.0
41653879,LENOX SAPHIRE,MANHATTAN,341,LENOX AVENUE,10027.0,2128669700,African,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,Z,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,341 LENOX AVENUE 10027.0
41655148,GOOD TASTE RESTAURANT,BROOKLYN,1015,AVENUE H,11230.0,7188590010,Chinese,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,1015 AVENUE H 11230.0
41655148,GOOD TASTE RESTAURANT,BROOKLYN,1015,AVENUE H,11230.0,7188590010,Chinese,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,1015 AVENUE H 11230.0
41655590,GIGI CAFE,MANHATTAN,307,7 AVENUE,10001.0,2128078500,American,6/3/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,29,Z,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,307 7 AVENUE 10001.0
41655590,GIGI CAFE,MANHATTAN,307,7 AVENUE,10001.0,2128078500,American,6/3/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,29,Z,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,307 7 AVENUE 10001.0
41655590,GIGI CAFE,MANHATTAN,307,7 AVENUE,10001.0,2128078500,American,6/3/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,Z,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,307 7 AVENUE 10001.0
41655590,GIGI CAFE,MANHATTAN,307,7 AVENUE,10001.0,2128078500,American,6/3/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,Z,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,307 7 AVENUE 10001.0
41655590,GIGI CAFE,MANHATTAN,307,7 AVENUE,10001.0,2128078500,American,6/3/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29,Z,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,307 7 AVENUE 10001.0
41655988,KISSENA PARK GOLF CLUB,QUEENS,16415,BOOTH MEMORIAL AVENUE,11365.0,7189394594,American,6/10/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,16415 BOOTH MEMORIAL AVENUE 11365.0
41655988,KISSENA PARK GOLF CLUB,QUEENS,16415,BOOTH MEMORIAL AVENUE,11365.0,7189394594,American,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,16415 BOOTH MEMORIAL AVENUE 11365.0
41655988,KISSENA PARK GOLF CLUB,QUEENS,16415,BOOTH MEMORIAL AVENUE,11365.0,7189394594,American,6/10/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,8,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,16415 BOOTH MEMORIAL AVENUE 11365.0
41656198,SULLIVAN STREET BAKERY,MANHATTAN,236,9 AVENUE,10001.0,2129295900,Bakery,6/11/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,236 9 AVENUE 10001.0
41656198,SULLIVAN STREET BAKERY,MANHATTAN,236,9 AVENUE,10001.0,2129295900,Bakery,6/11/2019,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,9,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,236 9 AVENUE 10001.0
41657408,BUBBA'S BISTRO,QUEENS,3113,DITMARS BLVD,11105.0,7187282227,Creole/Cajun,6/10/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,3113 DITMARS BLVD 11105.0
41657408,BUBBA'S BISTRO,QUEENS,3113,DITMARS BLVD,11105.0,7187282227,Creole/Cajun,6/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,3113 DITMARS BLVD 11105.0
41657408,BUBBA'S BISTRO,QUEENS,3113,DITMARS BLVD,11105.0,7187282227,Creole/Cajun,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,3113 DITMARS BLVD 11105.0
41659018,BAR & RESTAURANT EL SALVADORENO,BRONX,451455,MORRIS PK AVE,nan,3478794891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/18/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,451455 MORRIS PK AVE nan
41659018,BAR & RESTAURANT EL SALVADORENO,BRONX,451455,MORRIS PK AVE,nan,3478794891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,451455 MORRIS PK AVE nan
41659449,FUJI SUSHI,STATEN ISLAND,1115,HYLAN BOULEVARD,10305.0,7188160188,Japanese,6/13/2019,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,1115 HYLAN BOULEVARD 10305.0
41659449,FUJI SUSHI,STATEN ISLAND,1115,HYLAN BOULEVARD,10305.0,7188160188,Japanese,6/13/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,1115 HYLAN BOULEVARD 10305.0
41659848,LA BRISA DEL CIBAO,QUEENS,3779,103 STREET,11368.0,7182054941,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,39,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,3779 103 STREET 11368.0
41659848,LA BRISA DEL CIBAO,QUEENS,3779,103 STREET,11368.0,7182054941,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,3779 103 STREET 11368.0
41659848,LA BRISA DEL CIBAO,QUEENS,3779,103 STREET,11368.0,7182054941,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,3779 103 STREET 11368.0
41659910,LE FATIMA BAR & GRILL,BROOKLYN,1474,BROADWAY,11221.0,7189750785,Spanish,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,1474 BROADWAY 11221.0
41661199,MAIN BAKHTAR HALAL KABAB,QUEENS,6729,MAIN ST,11367.0,7187934535,Afghan,6/10/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,6729 MAIN ST 11367.0
41661199,MAIN BAKHTAR HALAL KABAB,QUEENS,6729,MAIN ST,11367.0,7187934535,Afghan,6/10/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,6729 MAIN ST 11367.0
41661199,MAIN BAKHTAR HALAL KABAB,QUEENS,6729,MAIN ST,11367.0,7187934535,Afghan,6/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,6729 MAIN ST 11367.0
41661199,MAIN BAKHTAR HALAL KABAB,QUEENS,6729,MAIN ST,11367.0,7187934535,Afghan,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,6729 MAIN ST 11367.0
41661199,MAIN BAKHTAR HALAL KABAB,QUEENS,6729,MAIN ST,11367.0,7187934535,Afghan,6/10/2019,Violations were cited in the following area(s).,22G,,Not Applicable,13,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,6729 MAIN ST 11367.0
41661329,SINIGUAL RESTAURANT,MANHATTAN,150,East 42nd Street,10017.0,2122860250,Mexican,6/3/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection,150 East 42nd Street 10017.0
41661329,SINIGUAL RESTAURANT,MANHATTAN,150,East 42nd Street,10017.0,2122860250,Mexican,6/3/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection,150 East 42nd Street 10017.0
